8588,Vodafone,Delhi Metro Telecom Circle.,22
8589,Vodafone,Kerala Telecom Circle.,22
8590,Reliance Mobile GSM,Kerala Telecom Circle.,13
8591,Reliance Mobile CDMA,Punjab Telecom Circle.,12
8592,Vodafone,Kerala Telecom Circle.,22
8593,Vodafone,Kerala Telecom Circle.,22
8594,Vodafone,Kerala Telecom Circle.,22
8595,Reliance Mobile CDMA,Delhi Metro Telecom Circle.,12
8596,Vodafone,Odisha Telecom Circle.,22
8597,Reliance,Bihar and Jharkhand Telecom Circle.,12
8598,Vodafone,Odisha Telecom Circle.,22
8599,Vodafone,Odisha Telecom Circle.,22
8600,Bharti Airtel,Maharashtra Telecom Circle.,2
8601,Vodafone,Uttar Pradesh (East) Telecom Circle.,22
8602,TATA DOCOMO,Madhya Pradesh and Chhattisgarh Telecom Circle.,17
8603,TATA DOCOMO,Bihar and Jharkhand Telecom Circle.,17
8604,TATA DOCOMO,Uttar Pradesh (East) Telecom Circle.,17
8605,IDEA,Maharashtra Telecom Circle.,8
8606,IDEA,Kerala Telecom Circle.,8
8607,IDEA,Haryana Telecom Circle.,8
8608,IDEA,Tamil Nadu Telecom Circle.,8
8609,IDEA,West Bengal Telecom Circle.,8
8620,Uninor,Kolkata Metro Telecom Circle.,19
8621,Uninor,Kolkata Metro Telecom Circle.,19
8622,Uninor,Kolkata Metro Telecom Circle.,19
8623,Uninor,Maharashtra Telecom Circle.,19
8624,Uninor,Maharashtra Telecom Circle.,19
8625,Uninor,Maharashtra Telecom Circle.,19
8626,Bharti Airtel,Himachal Pradesh Telecom Circle.,2
8627,Bharti Airtel,Himachal Pradesh Telecom Circle.,2
8628,Bharti Airtel,Himachal Pradesh Telecom Circle.,2
8629,MTS,West Bengal Telecom Circle.,10
8640,MTS,West Bengal Telecom Circle.,10
8641,MTS,West Bengal Telecom Circle.,10
8642,MTS,West Bengal Telecom Circle.,10
8643,MTS,Tamil Nadu Telecom Circle.,10
8644,MTS,Tamil Nadu Telecom Circle.,10
8645,MTS,Tamil Nadu Telecom Circle.,10
8646,MTS,Kolkata Metro Telecom Circle.,10
8647,MTS,Kolkata Metro Telecom Circle.,10
8648,MTS,Kolkata Metro Telecom Circle.,10
8649,MTS,Kolkata Metro Telecom Circle.,10
8650,Vodafone,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,22
8651,IDEA,Bihar and Jharkhand Telecom Circle.,8
8652,IDEA,Maharashtra Telecom Circle.,8
8653,TATA DOCOMO,West Bengal Telecom Circle.,17
8654,AIRCEL,Madhya Pradesh and Chhattisgarh Telecom Circle.,1
8655,TATA DOCOMO,Mumbai Metro Telecom Circle.,17
8656,AIRCEL,Madhya Pradesh and Chhattisgarh Telecom Circle.,1
8657,Reliance,Maharashtra Telecom Circle.,13
8658,Bharti Airtel,Odisha Telecom Circle.,2
8659,AIRCEL,Madhya Pradesh and Chhattisgarh Telecom Circle.,1
8670,Bharti Airtel,West Bengal Telecom Circle.,2
8671,AIRCEL,Gujarat Telecom Circle.,1
8672,AIRCEL,Gujarat Telecom Circle.,1
8673,AIRCEL,Gujarat Telecom Circle.,1
8674,AIRCEL,Gujarat Telecom Circle.,1
8675,AIRCEL,Tamil Nadu Telecom Circle.,8
8676,Vodafone,Bihar and Jharkhand Telecom Circle.,22
8677,Vodafone,Bihar and Jharkhand Telecom Circle.,22
8678,Vodafone,Bihar and Jharkhand Telecom Circle.,22
8679,AIRCEL,Himachal Pradesh Telecom Circle.,1
8680,IDEA,Tamil Nadu Telecom Circle.,8
8681,IDEA,Tamil Nadu Telecom Circle.,8
8682,IDEA,Tamil Nadu Telecom Circle.,8
8683,IDEA,Haryana Telecom Circle.,8
8684,IDEA,Haryana Telecom Circle.,8
8685,Vodafone,Delhi Metro Telecom Circle.,22
8686,AIRCEL,Andhra Pradesh Telecom Circle.,1
8687,Reliance Mobile GSM,Uttar Pradesh (East) Telecom Circle.,13
8688,Reliance Mobile GSM,Andhra Pradesh Telecom Circle.,13
8689,IDEA,Haryana Telecom Circle.,8
8690,Reliance Mobile GSM,Gujarat Telecom Circle.,13
8691,IDEA,Mumbai Metro Telecom Circle.,8
8692,IDEA,Mumbai Metro Telecom Circle.,8
8693,IDEA,Mumbai Metro Telecom Circle.,8
8694,MTS India,Karnataka Telecom Circle.,10
8695,Reliance Mobile GSM,Tamil Nadu Telecom Circle.,13
8696,Vodafone,Rajasthan Telecom Circle.,22
8697,Vodafone,West Bengal Telecom Circle.,22
8698,Vodafone,Maharashtra Telecom Circle.,22
8699,TATA DOCOMO,Punjab Telecom Circle.,17
8710,MTS India,Karnataka Telecom Circle.,10
8711,MTS India,Karnataka Telecom Circle.,10
8712,T24 (BIG BAZAAR),Andhra Pradesh Telecom Circle.,16
8713,Vodafone,Jammu and Kashmir Telecom Circle.,22
8714,TATA DOCOMO,Kerala Telecom Circle.,17
8715,Vodafone,Jammu and Kashmir Telecom Circle.,22
8716,Vodafone,Jammu and Kashmir Telecom Circle.,22
8717,Vodafone,Jammu and Kashmir Telecom Circle.,22
8718,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
8719,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
8720,Vodafone,Assam Telecom Circle.,22
8721,Vodafone,Assam Telecom Circle.,22
8722,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
8723,Vodafone,Assam Telecom Circle.,22
8724,Vodafone,Assam Telecom Circle.,22
8726,IDEA,Uttar Pradesh (East) Telecom Circle.,8
8728,IDEA,Punjab Telecom Circle.,8
8730,Bharti Airtel,North East India Telecom Circle.,2
8731,Bharti Airtel,Assam Telecom Circle.,2
8732,Bharti Airtel,North East India Telecom Circle.,2
8733,Uninor,Gujarat Telecom Circle.,19
8734,Uninor,Gujarat Telecom Circle.,19
8735,Uninor,Gujarat Telecom Circle.,19
8736,Uninor,Uttar Pradesh (East) Telecom Circle.,19
8737,Uninor,Uttar Pradesh (East) Telecom Circle.,19
8738,Uninor,Uttar Pradesh (East) Telecom Circle.,19
8739,Uninor,Uttar Pradesh (East) Telecom Circle.,19
8740,IDEA,Rajasthan Telecom Circle.,8
8741,IDEA,Rajasthan Telecom Circle.,8
8742,IDEA,Delhi Metro Telecom Circle.,8
8743,IDEA,Delhi Metro Telecom Circle.,8
8744,IDEA,Delhi Metro Telecom Circle.,8
8745,IDEA,Delhi Metro Telecom Circle.,8
8747,IDEA,Karnataka Telecom Circle.,8
8750,IDEA,Delhi Metro Telecom Circle.,8
8751,AIRCEL,Assam Telecom Circle.,1
8752,BSNL - CellOne GSM,Andhra Pradesh Telecom Circle.,4
8753,AIRCEL,Assam Telecom Circle.,1
8754,Bharti Airtel,Tamil Nadu Telecom Circle.,2
8755,Bharti Airtel,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,2
8756,Bharti Airtel,Uttar Pradesh (East) Telecom Circle.,2
8757,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
8758,Vodafone,Gujarat Telecom Circle.,22
8759,AIRCEL,West Bengal Telecom Circle.,1
8760,AIRCEL,Tamil Nadu Telecom Circle.,1
8761,Bharti Airtel,Assam Telecom Circle.,2
8762,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
8763,BSNL - CellOne GSM,Odisha Telecom Circle.,4
8764,BSNL - CellOne GSM,Rajasthan Telecom Circle.,4
8765,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
8766,Reliance Mobile CDMA,Rajasthan Telecom Circle.,12
8767,Reliance Mobile GSM,Mumbai Metro Telecom Circle.,13
8768,Vodafone,West Bengal Telecom Circle.,22
8769,Bharti Airtel,Rajasthan Telecom Circle.,2
8790,Bharti Airtel,Andhra Pradesh Telecom Circle.,2
8791,TATA DOCOMO,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,17
8792,T24 (BIG BAZAAR),Karnataka Telecom Circle.,16
8793,TATA DOCOMO,Maharashtra Telecom Circle.,17
8794,Vodafone,North East India Telecom Circle.,22
8795,Vodafone,Uttar Pradesh (East) Telecom Circle.,22
8796,AIRCEL,Maharashtra Telecom Circle.,1
8797,TATA DOCOMO,Bihar and Jharkhand Telecom Circle.,17
8798,Reliance Mobile CDMA,West Bengal Telecom Circle.,12
8799,Reliance Mobile CDMA,Uttar Pradesh (East) Telecom Circle.,12
8800,Bharti Airtel,Delhi Metro Telecom Circle.,2
8801,AIRCEL,Andhra Pradesh Telecom Circle.,1
8802,AIRCEL,Delhi Metro Telecom Circle.,1
8803,AIRCEL,Jammu and Kashmir Telecom Circle.,1
8804,AIRCEL,Bihar and Jharkhand Telecom Circle.,1
8805,IDEA,Maharashtra Telecom Circle.,8
8806,Vodafone,Maharashtra Telecom Circle.,22
8807,TATA DOCOMO,Tamil Nadu Telecom Circle.,17
8808,IDEA,Uttar Pradesh (East) Telecom Circle.,8
8809,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
8810,Reliance Mobile GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,13
8811,AIRCEL,Assam Telecom Circle.,1
8812,AIRCEL,Assam Telecom Circle.,1
8813,Vodafone,Haryana Telecom Circle.,22
8814,Vodafone,Haryana Telecom Circle.,22
8815,Reliance Mobile CDMA,Madhya Pradesh and Chhattisgarh Telecom Circle.,12
8816,Vodafone,Haryana Telecom Circle.,22
8817,Reliance Mobile GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,13
8818,Vodafone,Madhya Pradesh and Chhattisgarh Telecom Circle.,22
8819,Vodafone,Madhya Pradesh and Chhattisgarh Telecom Circle.,22
8820,Reliance Mobile GSM,Kolkata Metro Telecom Circle.,13
8821,Vodafone,Madhya Pradesh and Chhattisgarh Telecom Circle.,22
8822,Reliance Mobile GSM,Assam Telecom Circle.,13
8823,Vodafone,Madhya Pradesh and Chhattisgarh Telecom Circle.,22
8824,Reliance Mobile GSM,Rajasthan Telecom Circle.,13
8825,Videocon Mobile Services,Tamil Nadu Telecom Circle.,5
8826,Bharti Airtel,Delhi Metro Telecom Circle.,2
8827,Bharti Airtel,Madhya Pradesh and Chhattisgarh Telecom Circle.,2
8828,Videocon Mobile Services,Mumbai Metro Telecom Circle.,5
8829,TATA DOCOMO,Rajasthan Telecom Circle.,17
8844,Loop Mobile,Mumbai Metro Telecom Circle.,9
8852,TATA DOCOMO,Rajasthan Telecom Circle.,17
8853,Bharti Airtel,Uttar Pradesh (East) Telecom Circle.,2
8854,TATA DOCOMO,Rajasthan Telecom Circle.,17
8855,Uninor,Maharashtra Telecom Circle.,19
8856,Uninor,Maharashtra Telecom Circle.,19
8857,Uninor,Maharashtra Telecom Circle.,19
8858,Uninor,Uttar Pradesh (East) Telecom Circle.,19
8859,Vodafone,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,22
8860,Vodafone,Delhi Metro Telecom Circle.,22
8861,Bharti Airtel,Karnataka Telecom Circle.,2
8862,Uninor,Maharashtra Telecom Circle.,19
8863,Uninor,Bihar and Jharkhand Telecom Circle.,19
8864,Uninor,Bihar and Jharkhand Telecom Circle.,19
8865,Uninor,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,19
8866,TATA DOCOMO,Gujarat Telecom Circle.,17
8867,TATA DOCOMO,Karnataka Telecom Circle.,17
8868,Uninor,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,19
8869,Uninor,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,19
8870,Bharti Airtel,Tamil Nadu Telecom Circle.,2
8871,TATA DOCOMO,Madhya Pradesh and Chhattisgarh Telecom Circle.,17
8872,IDEA,Punjab Telecom Circle.,8
8873,IDEA,Bihar and Jharkhand Telecom Circle.,8
8874,Vodafone,Uttar Pradesh (East) Telecom Circle.,22
8875,Vodafone,Rajasthan Telecom Circle.,22
8876,Vodafone,Assam Telecom Circle.,22
8877,Vodafone,Bihar and Jharkhand Telecom Circle.,22
8878,Vodafone,Madhya Pradesh and Chhattisgarh Telecom Circle.,22
8879,Vodafone,Mumbai Metro Telecom Circle.,22
8880,Reliance Mobile GSM,Karnataka Telecom Circle.,13
8881,Reliance Mobile GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,13
8882,Reliance Mobile GSM,Delhi Metro Telecom Circle.,13
8883,AIRCEL,Tamil Nadu Telecom Circle.,1
8884,Vodafone,Karnataka Telecom Circle.,22
8885,TATA DOCOMO,Andhra Pradesh Telecom Circle.,17
8886,Vodafone,Andhra Pradesh Telecom Circle.,22
8887,BSNL,Uttar Pradesh (East) Telecom Circle.,4
8888,IDEA,Maharashtra Telecom Circle.,8
8889,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
8890,Bharti Airtel,Rajasthan Telecom Circle.,2
8891,TATA DOCOMO,Kerala Telecom Circle.,17
8892,AIRCEL,Karnataka Telecom Circle.,1
8893,Reliance Mobile GSM,Kerala Telecom Circle.,13
8894,Bharti Airtel,Himachal Pradesh Telecom Circle.,2
8895,BSNL - CellOne GSM,Odisha Telecom Circle.,4
8896,AIRCEL,Uttar Pradesh (East) Telecom Circle.,1
8897,Bharti Airtel,Andhra Pradesh Telecom Circle.,2
8898,AIRCEL,Mumbai Metro Telecom Circle.,1
8899,Reliance Mobile GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,13
8900,BSNL - CellOne GSM,West Bengal Telecom Circle.,4
8901,BSNL - CellOne GSM,Haryana Telecom Circle.,4
8902,BSNL - CellOne GSM,Kolkata Metro Telecom Circle.,4
8903,BSNL - CellOne GSM,Tamil Nadu Telecom Circle.,4
8904,TATA DOCOMO,Karnataka Telecom Circle.,17
8905,Reliance Mobile GSM,Gujarat Telecom Circle.,13
8906,AIRCEL,West Bengal Telecom Circle.,1
8907,AIRCEL,Kerala Telecom Circle.,1
8908,AIRCEL,Odisha Telecom Circle.,1
8909,AIRCEL,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,1
8922,Uninor,Uttar Pradesh (East) Telecom Circle.,19
8923,Uninor,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,19
8924,Uninor,Uttar Pradesh (East) Telecom Circle.,19
8925,MTS India,Chennai Metro Telecom Circle.,10
8926,MTS India,West Bengal Telecom Circle.,10
8927,Reliance Mobile GSM,West Bengal Telecom Circle.,13
8928,Reliance Mobile GSM,Maharashtra Telecom Circle.,13
8929,Reliance Mobile GSM,Haryana Telecom Circle.,13
8930,Vodafone,Haryana Telecom Circle.,22
8931,Uninor,Uttar Pradesh (East) Telecom Circle.,19
8932,IDEA,Uttar Pradesh (East) Telecom Circle.,8
8933,IDEA,Uttar Pradesh (East) Telecom Circle.,8
8934,IDEA,Uttar Pradesh (East) Telecom Circle.,8
8935,IDEA,Uttar Pradesh (East) Telecom Circle.,8
8936,Uninor,Bihar and Jharkhand Telecom Circle.,19
8937,IDEA,Uttar Pradesh (West) Telecom Circle.,8
8938,IDEA,Uttar Pradesh (West) Telecom Circle.,8
8939,Vodafone,Chennai Metro Telecom Circle.,22
8940,Vodafone,Tamil Nadu Telecom Circle.,22
8941,IDEA,Uttar Pradesh (West) Telecom Circle.,8
8942,Uninor,West Bengal Telecom Circle.,19
8943,Vodafone,Kerala Telecom Circle.,22
8944,Uninor,West Bengal Telecom Circle.,19
8945,Uninor,West Bengal Telecom Circle.,19
8946,Uninor,West Bengal Telecom Circle.,19
8947,AIRCEL,Rajasthan Telecom Circle.,1
8948,Vodafone,Uttar Pradesh (East) Telecom Circle.,22
8950,TATA DOCOMO,Haryana Telecom Circle.,17
8951,TATA DOCOMO,Karnataka Telecom Circle.,17
8952,Bharti Airtel,North East India Telecom Circle.,2
8953,Bharti Airtel,Uttar Pradesh (East) Telecom Circle.,2
8954,Vodafone,Uttar Pradesh (East) Telecom Circle.,22
8955,Reliance Mobile GSM,Rajasthan Telecom Circle.,13
8956,Reliance Mobile GSM,Maharashtra Telecom Circle.,13
8957,Reliance Mobile GSM,Uttar Pradesh (East) Telecom Circle.,13
8958,IDEA,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,8
8959,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
8960,TATA DOCOMO,Uttar Pradesh (East) Telecom Circle.,17
8961,TATA DOCOMO,Kolkata Metro Telecom Circle.,17
8962,TATA DOCOMO,Madhya Pradesh and Chhattisgarh Telecom Circle.,17
8963,AIRCEL,Rajasthan Telecom Circle.,1
8964,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
8965,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
8966,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
8967,Bharti Airtel,West Bengal Telecom Circle.,2
8968,Bharti Airtel,Punjab Telecom Circle.,2
8969,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
8970,IDEA,Karnataka Telecom Circle.,8
8971,Bharti Airtel,Karnataka Telecom Circle.,2
8972,Bharti Airtel,West Bengal Telecom Circle.,2
8973,AIRCEL,Tamil Nadu Telecom Circle.,1
8974,Bharti Airtel,North East India Telecom Circle.,2
8975,IDEA,Maharashtra Telecom Circle.,8
8976,TATA DOCOMO,Maharashtra Telecom Circle.,17
8977,TATA DOCOMO,Andhra Pradesh Telecom Circle.,17
8978,Bharti Airtel,Andhra Pradesh Telecom Circle.,2
8979,Bharti Airtel,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,2
8980,Vodafone,Gujarat Telecom Circle.,22
8981,TATA DOCOMO,Kolkata Metro Telecom Circle.,17
8982,TATA DOCOMO,Madhya Pradesh and Chhattisgarh Telecom Circle.,17
8983,TATA DOCOMO,Maharashtra Telecom Circle.,17
8984,TATA DOCOMO,Odisha Telecom Circle.,17
8985,BSNL - CellOne GSM,Andhra Pradesh Telecom Circle.,4
8986,BSNL - CellOne GSM,Bihar and Jharkhand Telecom Circle.,4
8987,BSNL - CellOne GSM,Bihar and Jharkhand Telecom Circle.,4
8988,BSNL - CellOne GSM,Himachal Pradesh Telecom Circle.,4
8989,BSNL - CellOne GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,4
8990,BSNL - CellOne GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,4
8991,BSNL - CellOne GSM,Maharashtra Telecom Circle.,4
8992,BSNL - CellOne GSM,Punjab Telecom Circle.,4
8993,BSNL - CellOne GSM,Rajasthan Telecom Circle.,4
8994,BSNL - CellOne GSM,Tamil Nadu Telecom Circle.,4
8995,BSNL - CellOne GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,4
8996,BSNL - CellOne GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,4
8997,Bharti Airtel,Rajasthan Telecom Circle.,2
8998,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
8999,Bharti Airtel,Mumbai Metro Telecom Circle.,2
9000,Bharti Airtel,Andhra Pradesh Telecom Circle.,2
9001,Bharti Airtel,Rajasthan Telecom Circle.,2
9002,Bharti Airtel,West Bengal Telecom Circle.,2
9003,Bharti Airtel,Tamil Nadu Telecom Circle.,2
9004,Bharti Airtel,Mumbai Metro Telecom Circle.,2
9005,Bharti Airtel,Uttar Pradesh (East) Telecom Circle.,2
9006,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
9007,Bharti Airtel,Kolkata Metro Telecom Circle.,2
9008,Bharti Airtel,Karnataka Telecom Circle.,2
9009,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
9010,IDEA,Andhra Pradesh Telecom Circle.,8
9011,IDEA,Maharashtra Telecom Circle.,8
9012,IDEA,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,8
9013,MTNL - DOLPHIN,Delhi Metro Telecom Circle.,6
9014,Reliance Mobile GSM,Andhra Pradesh Telecom Circle.,13
9015,Reliance Mobile GSM,Delhi Metro Telecom Circle.,13
9016,Reliance Mobile GSM,Gujarat Telecom Circle.,13
9017,Reliance Mobile GSM,Haryana Telecom Circle.,13
9018,Reliance Mobile GSM,Jammu and Kashmir Telecom Circle.,13
9019,Reliance Mobile GSM,Karnataka Telecom Circle.,13
9020,Reliance Mobile GSM,Kerala Telecom Circle.,13
9021,Reliance Mobile GSM,Maharashtra Telecom Circle.,13
9022,Reliance Mobile GSM,Mumbai Metro Telecom Circle.,13
9023,Reliance Mobile GSM,Punjab Telecom Circle.,13
9024,Reliance Mobile GSM,Rajasthan Telecom Circle.,13
9025,Reliance Mobile GSM,Chennai Metro Telecom Circle.,13
9026,Reliance Mobile GSM,Uttar Pradesh (East) Telecom Circle.,13
9027,Reliance Mobile GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,13
9028,TATA DOCOMO,Maharashtra Telecom Circle.,17
9029,TATA DOCOMO,Mumbai Metro Telecom Circle.,17
9030,TATA DOCOMO,Andhra Pradesh Telecom Circle.,17
9031,TATA DOCOMO,Bihar and Jharkhand Telecom Circle.,17
9032,TATA DOCOMO,Andhra Pradesh Telecom Circle.,17
9033,TATA DOCOMO,Gujarat Telecom Circle.,17
9034,TATA DOCOMO,Haryana Telecom Circle.,17
9035,TATA DOCOMO,Karnataka Telecom Circle.,17
9036,TATA DOCOMO,Karnataka Telecom Circle.,17
9037,TATA DOCOMO,Kerala Telecom Circle.,17
9038,TATA DOCOMO,Kolkata Metro Telecom Circle.,17
9039,TATA DOCOMO,Madhya Pradesh and Chhattisgarh Telecom Circle.,17
9040,TATA DOCOMO,Odisha Telecom Circle.,17
9041,TATA DOCOMO,Punjab Telecom Circle.,17
9042,TATA DOCOMO,Tamil Nadu Telecom Circle.,17
9043,TATA DOCOMO,Tamil Nadu Telecom Circle.,17
9044,TATA DOCOMO,Uttar Pradesh (East) Telecom Circle.,17
9045,TATA DOCOMO,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,17
9046,TATA DOCOMO,West Bengal Telecom Circle.,17
9047,Vodafone,Tamil Nadu Telecom Circle.,22
9048,Vodafone,Kerala Telecom Circle.,22
9049,Vodafone,Maharashtra Telecom Circle.,22
9050,Vodafone,Haryana Telecom Circle.,22
9051,Vodafone,Kolkata Metro Telecom Circle.,22
9052,Vodafone,Andhra Pradesh Telecom Circle.,22
9053,Uninor,Haryana Telecom Circle.,19
9054,Uninor,Himachal Pradesh Telecom Circle.,19
9055,Uninor,Jammu and Kashmir Telecom Circle.,19
9056,Uninor,Punjab Telecom Circle.,19
9057,Uninor,Rajasthan Telecom Circle.,19
9058,Uninor,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,19
9059,Uninor,Andhra Pradesh Telecom Circle.,19
9060,Uninor,Karnataka Telecom Circle.,19
9061,Uninor,Kerala Telecom Circle.,19
9062,Uninor,Kolkata Metro Telecom Circle.,19
9063,Videocon Mobile Services,Andhra Pradesh Telecom Circle.,5
9064,Videocon Mobile Services,Assam Telecom Circle.,5
9065,Videocon Mobile Services,Bihar and Jharkhand Telecom Circle.,5
9066,Videocon Mobile Services,Delhi Metro Telecom Circle.,5
9067,Videocon Mobile Services,Gujarat Telecom Circle.,5
9068,Videocon Mobile Services,Haryana Telecom Circle.,5
9069,Videocon Mobile Services,Himachal Pradesh Telecom Circle.,5
9070,Videocon Mobile Services,Jammu and Kashmir Telecom Circle.,5
9071,Videocon Mobile Services,Karnataka Telecom Circle.,5
9072,Videocon Mobile Services,Kerala Telecom Circle.,5
9073,Videocon Mobile Services,Kolkata Metro Telecom Circle.,5
9074,Videocon Mobile Services,Madhya Pradesh and Chhattisgarh Telecom Circle.,5
9075,Videocon Mobile Services,Maharashtra Telecom Circle.,5
9076,Videocon Mobile Services,Mumbai Metro Telecom Circle.,5
9077,Videocon Mobile Services,North East India Telecom Circle.,5
9078,Videocon Mobile Services,Odisha Telecom Circle.,5
9079,Videocon Mobile Services,Rajasthan Telecom Circle.,5
9080,Videocon Mobile Services,Tamil Nadu Telecom Circle.,5
9081,Videocon Mobile Services,Uttar Pradesh (East) Telecom Circle.,5
9082,Videocon Mobile Services,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,5
9083,Videocon Mobile Services,West Bengal Telecom Circle.,5
9084,Uninor,Delhi Metro Telecom Circle.,19
9085,IDEA,Assam Telecom Circle.,8
9086,IDEA,Jammu and Kashmir Telecom Circle.,8
9087,IDEA,Karnataka Telecom Circle.,8
9088,IDEA,Kolkata Metro Telecom Circle.,8
9089,IDEA,North East India Telecom Circle.,8
9090,IDEA,Odisha Telecom Circle.,8
9091,IDEA,Punjab Telecom Circle.,8
9092,IDEA,Chennai Metro Telecom Circle.,8
9093,IDEA,West Bengal Telecom Circle.,8
9094,AIRCEL,Chennai Metro Telecom Circle.,1
9095,AIRCEL,Tamil Nadu Telecom Circle.,1
9096,Bharti Airtel,Maharashtra Telecom Circle.,2
9097,AIRCEL,Bihar and Jharkhand Telecom Circle.,1
9098,Reliance Mobile GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,13
9099,Vodafone,Gujarat Telecom Circle.,22
9100,Loop Mobile,Andhra Pradesh Telecom Circle.,9
9101,Loop Mobile,Assam Telecom Circle.,9
9102,Loop Mobile,Bihar and Jharkhand Telecom Circle.,9
9103,Loop Mobile,Delhi Metro Telecom Circle.,9
9104,Loop Mobile,Madhya Pradesh and Chhattisgarh Telecom Circle.,9
9105,Loop Mobile,Haryana Telecom Circle.,9
9106,Loop Mobile,Himachal Pradesh Telecom Circle.,9
9107,Loop Mobile,Jammu and Kashmir Telecom Circle.,9
9108,Loop Mobile,Karnataka Telecom Circle.,9
9109,Loop Mobile,Kerala Telecom Circle.,9
9110,Loop Mobile,Kolkata Metro Telecom Circle.,9
9111,Loop Mobile,Madhya Pradesh and Chhattisgarh Telecom Circle.,9
9112,Loop Mobile,Maharashtra Telecom Circle.,9
9113,Loop Mobile,North East India Telecom Circle.,9
9114,Loop Mobile,Odisha Telecom Circle.,9
9115,Loop Mobile,Punjab Telecom Circle.,9
9116,Loop Mobile,Rajasthan Telecom Circle.,9
9117,Loop Mobile,Tamil Nadu Telecom Circle.,9
9118,Loop Mobile,Uttar Pradesh (East) Telecom Circle.,9
9119,Loop Mobile,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,9
9120,Loop Mobile,West Bengal Telecom Circle.,9
9121,Uninor,Assam Telecom Circle.,19
9122,Uninor,Bihar and Jharkhand Telecom Circle.,19
9123,Uninor,North East India Telecom Circle.,19
9124,Uninor,Odisha Telecom Circle.,19
9125,Uninor,Uttar Pradesh (East) Telecom Circle.,19
9126,Uninor,West Bengal Telecom Circle.,19
9127,S Tel,Assam Telecom Circle.,15
9128,S Tel,Bihar and Jharkhand Telecom Circle.,15
9129,S Tel,Himachal Pradesh Telecom Circle.,15
9130,S Tel,Jammu and Kashmir Telecom Circle.,15
9131,S Tel,North East India Telecom Circle.,15
9132,S Tel,Odisha Telecom Circle.,15
9133,MTS India,Andhra Pradesh Telecom Circle.,10
9134,MTS India,Assam Telecom Circle.,10
9135,MTS India,Bihar and Jharkhand Telecom Circle.,10
9136,MTS India,Delhi Metro Telecom Circle.,10
9137,MTS India,Gujarat Telecom Circle.,10
9138,MTS India,Haryana Telecom Circle.,10
9139,MTS India,Himachal Pradesh Telecom Circle.,10
9140,MTS India,Jammu and Kashmir Telecom Circle.,10
9141,MTS India,Karnataka Telecom Circle.,10
9142,MTS India,Kerala Telecom Circle.,10
9143,MTS India,Kolkata Metro Telecom Circle.,10
9144,MTS India,Madhya Pradesh and Chhattisgarh Telecom Circle.,10
9145,MTS India,Maharashtra Telecom Circle.,10
9146,MTS India,Mumbai Metro Telecom Circle.,10
9147,MTS India,North East India Telecom Circle.,10
9148,MTS India,Odisha Telecom Circle.,10
9149,MTS India,Punjab Telecom Circle.,10
9150,MTS India,Chennai Metro Telecom Circle.,10
9151,MTS India,Uttar Pradesh (East) Telecom Circle.,10
