9152,Reliance Mobile GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,13
9153,MTS India,Kolkata Metro Telecom Circle.,10
9154,IDEA,Andhra Pradesh Telecom Circle.,8
9155,IDEA,Delhi Metro Telecom Circle.,8
9156,IDEA,Haryana Telecom Circle.,8
9157,IDEA,Maharashtra Telecom Circle.,8
9158,Vodafone,Maharashtra Telecom Circle.,22
9159,Vodafone,Tamil Nadu Telecom Circle.,22
9160,Vodafone,Andhra Pradesh Telecom Circle.,22
9161,Vodafone,Uttar Pradesh (East) Telecom Circle.,22
9162,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
9163,Bharti Airtel,Kolkata Metro Telecom Circle.,2
9164,IDEA,Karnataka Telecom Circle.,8
9165,Bharti Airtel,Madhya Pradesh and Chhattisgarh Telecom Circle.,2
9166,Bharti Airtel,Rajasthan Telecom Circle.,2
9167,Vodafone,Mumbai Metro Telecom Circle.,22
9168,Etisalat India,Tamil Nadu Telecom Circle.,7
9169,Etisalat India,Uttar Pradesh (East) Telecom Circle.,7
9170,Etisalat India,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,7
9171,Uninor,Chennai Metro Telecom Circle.,19
9172,Uninor,Mumbai Metro Telecom Circle.,19
9173,Uninor,Gujarat Telecom Circle.,19
9174,Uninor,Madhya Pradesh and Chhattisgarh Telecom Circle.,19
9175,Uninor,Maharashtra Telecom Circle.,19
9176,Vodafone,Chennai Metro Telecom Circle.,22
9177,Bharti Airtel,Andhra Pradesh Telecom Circle.,2
9178,Bharti Airtel,Odisha Telecom Circle.,2
9179,Bharti Airtel,Madhya Pradesh and Chhattisgarh Telecom Circle.,2
9180,BSNL - CellOne CDMA,Andhra Pradesh Telecom Circle.,3
9181,BSNL - CellOne CDMA,Assam Telecom Circle.,3
9182,BSNL - CellOne CDMA,Bihar and Jharkhand Telecom Circle.,3
9183,BSNL - CellOne CDMA,Chennai Metro Telecom Circle.,3
9184,BSNL - CellOne CDMA,Gujarat Telecom Circle.,3
9185,BSNL - CellOne CDMA,Himachal Pradesh Telecom Circle.,3
9186,BSNL - CellOne CDMA,Jammu and Kashmir Telecom Circle.,3
9187,BSNL - CellOne CDMA,Karnataka Telecom Circle.,3
9188,BSNL - CellOne CDMA,Kerala Telecom Circle.,3
9189,BSNL - CellOne CDMA,Kolkata Metro Telecom Circle.,3
9190,BSNL - CellOne CDMA,Madhya Pradesh and Chhattisgarh Telecom Circle.,3
9191,BSNL - CellOne CDMA,North East India Telecom Circle.,3
9192,BSNL - CellOne CDMA,Odisha Telecom Circle.,3
9193,BSNL - CellOne CDMA,Punjab Telecom Circle.,3
9194,BSNL - CellOne CDMA,Rajasthan Telecom Circle.,3
9195,BSNL - CellOne CDMA,Tamil Nadu Telecom Circle.,3
9196,BSNL - CellOne CDMA,Uttar Pradesh (East) Telecom Circle.,3
9197,BSNL - CellOne CDMA,West Bengal Telecom Circle.,3
9198,Bharti Airtel,Uttar Pradesh (East) Telecom Circle.,2
9199,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
9200,TATA INDICOM,Madhya Pradesh and Chhattisgarh Telecom Circle.,18
9201,TATA INDICOM,Madhya Pradesh and Chhattisgarh Telecom Circle.,18
9202,TATA INDICOM,Madhya Pradesh and Chhattisgarh Telecom Circle.,18
9203,TATA INDICOM,Madhya Pradesh and Chhattisgarh Telecom Circle.,18
9204,TATA INDICOM,Bihar and Jharkhand Telecom Circle.,18
9205,TATA INDICOM,Jammu and Kashmir Telecom Circle.,18
9206,TATA INDICOM,North East India Telecom Circle.,18
9207,TATA INDICOM,Assam Telecom Circle.,18
9208,TATA INDICOM,Uttar Pradesh (East) Telecom Circle.,18
9209,TATA INDICOM,Maharashtra Telecom Circle.,18
9210,TATA INDICOM,Delhi Metro Telecom Circle.,18
9211,TATA INDICOM,Delhi Metro Telecom Circle.,18
9212,TATA INDICOM,Delhi Metro Telecom Circle.,18
9213,TATA INDICOM,Delhi Metro Telecom Circle.,18
9214,TATA INDICOM,Rajasthan Telecom Circle.,18
9215,TATA INDICOM,Haryana Telecom Circle.,18
9216,TATA INDICOM,Punjab Telecom Circle.,18
9217,TATA INDICOM,Punjab Telecom Circle.,18
9218,TATA INDICOM,Himachal Pradesh Telecom Circle.,18
9219,TATA INDICOM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,18
9220,TATA INDICOM,Mumbai Metro Telecom Circle.,18
9221,TATA INDICOM,Mumbai Metro Telecom Circle.,18
9222,TATA INDICOM,Mumbai Metro Telecom Circle.,18
9223,TATA INDICOM,Mumbai Metro Telecom Circle.,18
9224,TATA INDICOM,Mumbai Metro Telecom Circle.,18
9225,TATA INDICOM,Maharashtra Telecom Circle.,18
9226,TATA INDICOM,Maharashtra Telecom Circle.,18
9227,TATA INDICOM,Gujarat Telecom Circle.,18
9228,TATA INDICOM,Gujarat Telecom Circle.,18
9229,TATA INDICOM,Madhya Pradesh and Chhattisgarh Telecom Circle.,18
9230,TATA INDICOM,Kolkata Metro Telecom Circle.,18
9231,TATA INDICOM,Kolkata Metro Telecom Circle.,18
9232,TATA INDICOM,West Bengal Telecom Circle.,18
9233,TATA INDICOM,West Bengal Telecom Circle.,18
9234,TATA INDICOM,Bihar and Jharkhand Telecom Circle.,18
9235,TATA INDICOM,Uttar Pradesh (East) Telecom Circle.,18
9236,TATA INDICOM,Uttar Pradesh (East) Telecom Circle.,18
9237,TATA INDICOM,Odisha Telecom Circle.,18
9238,TATA INDICOM,Odisha Telecom Circle.,18
9239,TATA INDICOM,Kolkata Metro Telecom Circle.,18
9240,TATA INDICOM,Chennai Metro Telecom Circle.,18
9241,TATA INDICOM,Karnataka Telecom Circle.,18
9242,TATA INDICOM,Karnataka Telecom Circle.,18
9243,TATA INDICOM,Karnataka Telecom Circle.,18
9244,TATA INDICOM,Tamil Nadu Telecom Circle.,18
9245,TATA INDICOM,Tamil Nadu Telecom Circle.,18
9246,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9247,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9248,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9249,TATA INDICOM,Kerala Telecom Circle.,18
9250,TATA INDICOM,Delhi Metro Telecom Circle.,18
9251,TATA INDICOM,Rajasthan Telecom Circle.,18
9252,TATA INDICOM,Rajasthan Telecom Circle.,18
9253,TATA INDICOM,Haryana Telecom Circle.,18
9254,TATA INDICOM,Haryana Telecom Circle.,18
9255,TATA INDICOM,Haryana Telecom Circle.,18
9256,TATA INDICOM,Punjab Telecom Circle.,18
9257,TATA INDICOM,Punjab Telecom Circle.,18
9258,TATA INDICOM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,18
9259,TATA INDICOM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,18
9260,TATA INDICOM,Maharashtra Telecom Circle.,18
9261,TATA INDICOM,Rajasthan Telecom Circle.,18
9262,TATA INDICOM,Tamil Nadu Telecom Circle.,18
9263,TATA INDICOM,Bihar and Jharkhand Telecom Circle.,18
9264,TATA INDICOM,Tamil Nadu Telecom Circle.,18
9265,TATA INDICOM,Maharashtra Telecom Circle.,18
9266,TATA INDICOM,Delhi Metro Telecom Circle.,18
9267,TATA INDICOM,Tamil Nadu Telecom Circle.,18
9268,TATA INDICOM,Delhi Metro Telecom Circle.,18
9269,TATA INDICOM,Rajasthan Telecom Circle.,18
9270,TATA INDICOM,Maharashtra Telecom Circle.,18
9271,TATA INDICOM,Maharashtra Telecom Circle.,18
9272,TATA INDICOM,Maharashtra Telecom Circle.,18
9273,TATA INDICOM,Maharashtra Telecom Circle.,18
9274,TATA INDICOM,Gujarat Telecom Circle.,18
9275,TATA INDICOM,Gujarat Telecom Circle.,18
9276,TATA INDICOM,Gujarat Telecom Circle.,18
9277,TATA INDICOM,Gujarat Telecom Circle.,18
9278,TATA INDICOM,Delhi Metro Telecom Circle.,18
9279,TATA INDICOM,Bihar and Jharkhand Telecom Circle.,18
9280,TATA INDICOM,Chennai Metro Telecom Circle.,18
9281,TATA INDICOM,Chennai Metro Telecom Circle.,18
9282,TATA INDICOM,Chennai Metro Telecom Circle.,18
9283,TATA INDICOM,Chennai Metro Telecom Circle.,18
9284,TATA INDICOM,Chennai Metro Telecom Circle.,18
9285,TATA INDICOM,Chennai Metro Telecom Circle.,18
9286,TATA INDICOM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,18
9287,TATA INDICOM,Kerala Telecom Circle.,18
9288,TATA INDICOM,Kerala Telecom Circle.,18
9289,TATA INDICOM,Delhi Metro Telecom Circle.,18
9290,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9291,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9292,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9293,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9294,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9295,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9296,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9297,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9298,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9299,TATA INDICOM,Andhra Pradesh Telecom Circle.,18
9300,Reliance Mobile CDMA,Madhya Pradesh and Chhattisgarh Telecom Circle.,12
9301,Reliance Mobile CDMA,Madhya Pradesh and Chhattisgarh Telecom Circle.,12
9302,Reliance Mobile CDMA,Madhya Pradesh and Chhattisgarh Telecom Circle.,12
9303,Reliance Mobile CDMA,Madhya Pradesh and Chhattisgarh Telecom Circle.,12
9304,Reliance Mobile CDMA,Bihar and Jharkhand Telecom Circle.,12
9305,Reliance Mobile CDMA,Uttar Pradesh (East) Telecom Circle.,12
9306,Reliance Mobile CDMA,Jammu and Kashmir Telecom Circle.,12
9307,Reliance Mobile CDMA,Uttar Pradesh (East) Telecom Circle.,12
9308,Reliance Mobile CDMA,Bihar and Jharkhand Telecom Circle.,12
9309,Reliance Mobile CDMA,Rajasthan Telecom Circle.,12
9310,Reliance Mobile CDMA,Delhi Metro Telecom Circle.,12
9311,Reliance Mobile CDMA,Delhi Metro Telecom Circle.,12
9312,Reliance Mobile CDMA,Delhi Metro Telecom Circle.,12
9313,Reliance Mobile CDMA,Delhi Metro Telecom Circle.,12
9314,Reliance Mobile CDMA,Rajasthan Telecom Circle.,12
9315,Reliance Mobile CDMA,Haryana Telecom Circle.,12
9316,Reliance Mobile CDMA,Punjab Telecom Circle.,12
9317,Reliance Mobile CDMA,Punjab Telecom Circle.,12
9318,Reliance Mobile CDMA,Himachal Pradesh Telecom Circle.,12
9319,Reliance Mobile CDMA,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,12
9320,Reliance Mobile CDMA,Mumbai Metro Telecom Circle.,12
9321,Reliance Mobile CDMA,Mumbai Metro Telecom Circle.,12
9322,Reliance Mobile CDMA,Mumbai Metro Telecom Circle.,12
9323,Reliance Mobile CDMA,Mumbai Metro Telecom Circle.,12
9324,Reliance Mobile CDMA,Mumbai Metro Telecom Circle.,12
9325,Reliance Mobile CDMA,Maharashtra Telecom Circle.,12
9326,Reliance Mobile CDMA,Maharashtra Telecom Circle.,12
9327,Reliance Mobile CDMA,Gujarat Telecom Circle.,12
9328,Reliance Mobile CDMA,Gujarat Telecom Circle.,12
9329,Reliance Mobile CDMA,Madhya Pradesh and Chhattisgarh Telecom Circle.,12
9330,Reliance Mobile CDMA,Kolkata Metro Telecom Circle.,12
9331,Reliance Mobile CDMA,Kolkata Metro Telecom Circle.,12
9332,Reliance Mobile CDMA,West Bengal Telecom Circle.,12
9333,Reliance Mobile CDMA,West Bengal Telecom Circle.,12
9334,Reliance Mobile CDMA,Bihar and Jharkhand Telecom Circle.,12
9335,Reliance Mobile CDMA,Uttar Pradesh (East) Telecom Circle.,12
9336,Reliance Mobile CDMA,Uttar Pradesh (East) Telecom Circle.,12
9337,Reliance Mobile CDMA,Odisha Telecom Circle.,12
9338,Reliance Mobile CDMA,Odisha Telecom Circle.,12
9339,Reliance Mobile CDMA,Kolkata Metro Telecom Circle.,12
9340,Reliance Mobile CDMA,Chennai Metro Telecom Circle.,12
9341,Reliance Mobile CDMA,Karnataka Telecom Circle.,12
9342,Reliance Mobile CDMA,Karnataka Telecom Circle.,12
9343,Reliance Mobile CDMA,Karnataka Telecom Circle.,12
9344,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9345,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9346,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9347,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9348,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9349,Reliance Mobile CDMA,Kerala Telecom Circle.,12
9350,Reliance Mobile CDMA,Delhi Metro Telecom Circle.,12
9351,Reliance Mobile CDMA,Rajasthan Telecom Circle.,12
9352,Reliance Mobile CDMA,Rajasthan Telecom Circle.,12
9353,Reliance Mobile CDMA,Haryana Telecom Circle.,12
9354,Reliance Mobile CDMA,Haryana Telecom Circle.,12
9355,Reliance Mobile CDMA,Haryana Telecom Circle.,12
9356,Reliance Mobile CDMA,Punjab Telecom Circle.,12
9357,Reliance Mobile CDMA,Punjab Telecom Circle.,12
9358,Reliance Mobile CDMA,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,12
9359,Reliance Mobile CDMA,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,12
9360,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9361,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9362,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9363,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9364,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9365,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9366,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9367,Reliance Mobile CDMA,Tamil Nadu Telecom Circle.,12
9368,Reliance Mobile CDMA,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,12
9369,Reliance Mobile CDMA,Uttar Pradesh (East) Telecom Circle.,12
9370,Reliance Mobile CDMA,Maharashtra Telecom Circle.,12
9371,Reliance Mobile CDMA,Maharashtra Telecom Circle.,12
9372,Reliance Mobile CDMA,Maharashtra Telecom Circle.,12
9373,Reliance Mobile CDMA,Maharashtra Telecom Circle.,12
9374,Reliance Mobile CDMA,Gujarat Telecom Circle.,12
9375,Reliance Mobile CDMA,Gujarat Telecom Circle.,12
9376,Reliance Mobile CDMA,Gujarat Telecom Circle.,12
9377,Reliance Mobile CDMA,Gujarat Telecom Circle.,12
9378,Reliance Mobile CDMA,West Bengal Telecom Circle.,12
9379,Reliance Mobile CDMA,Karnataka Telecom Circle.,12
9380,Reliance Mobile CDMA,Chennai Metro Telecom Circle.,12
9381,Reliance Mobile CDMA,Chennai Metro Telecom Circle.,12
9382,Reliance Mobile CDMA,Chennai Metro Telecom Circle.,12
9383,Reliance Mobile CDMA,Chennai Metro Telecom Circle.,12
9384,Reliance Mobile CDMA,Chennai Metro Telecom Circle.,12
9385,Reliance Mobile CDMA,Chennai Metro Telecom Circle.,12
9386,Reliance Mobile CDMA,Bihar and Jharkhand Telecom Circle.,12
9387,Reliance Mobile CDMA,Kerala Telecom Circle.,12
9388,Reliance Mobile CDMA,Kerala Telecom Circle.,12
9389,Reliance Mobile CDMA,Uttar Pradesh (East) Telecom Circle.,12
9390,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9391,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9392,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9393,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9394,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9395,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9396,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9397,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9398,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9399,Reliance Mobile CDMA,Andhra Pradesh Telecom Circle.,12
9400,BSNL - CellOne GSM,Kerala Telecom Circle.,4
9401,BSNL - CellOne GSM,Assam Telecom Circle.,4
9402,BSNL - CellOne GSM,North East India Telecom Circle.,4
9403,BSNL - CellOne GSM,Maharashtra Telecom Circle.,4
9404,BSNL - CellOne GSM,Maharashtra Telecom Circle.,4
9405,BSNL - CellOne GSM,Maharashtra Telecom Circle.,4
9406,BSNL - CellOne GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,4
9407,BSNL - CellOne GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,4
9408,BSNL - CellOne GSM,Gujarat Telecom Circle.,4
9409,BSNL - CellOne GSM,Gujarat Telecom Circle.,4
9410,BSNL - CellOne GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,4
9411,BSNL - CellOne GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,4
9412,BSNL - CellOne GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,4
9413,BSNL - CellOne GSM,Rajasthan Telecom Circle.,4
9414,BSNL - CellOne GSM,Rajasthan Telecom Circle.,4
9415,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
9416,BSNL - CellOne GSM,Haryana Telecom Circle.,4
9417,BSNL - CellOne GSM,Punjab Telecom Circle.,4
9418,BSNL - CellOne GSM,Himachal Pradesh Telecom Circle.,4
9419,BSNL - CellOne GSM,Jammu and Kashmir Telecom Circle.,4
9420,BSNL - CellOne GSM,Maharashtra Telecom Circle.,4
9421,BSNL - CellOne GSM,Maharashtra Telecom Circle.,4
9422,BSNL - CellOne GSM,Maharashtra Telecom Circle.,4
9423,BSNL - CellOne GSM,Maharashtra Telecom Circle.,4
9424,BSNL - CellOne GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,4
9425,BSNL - CellOne GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,4
9426,BSNL - CellOne GSM,Gujarat Telecom Circle.,4
9427,BSNL - CellOne GSM,Gujarat Telecom Circle.,4
9428,BSNL - CellOne GSM,Gujarat Telecom Circle.,4
9429,BSNL - CellOne GSM,Gujarat Telecom Circle.,4
9430,BSNL - CellOne GSM,Bihar and Jharkhand Telecom Circle.,4
9431,BSNL - CellOne GSM,Bihar and Jharkhand Telecom Circle.,4
9432,BSNL - CellOne GSM,Kolkata Metro Telecom Circle.,4
9433,BSNL - CellOne GSM,Kolkata Metro Telecom Circle.,4
9434,BSNL - CellOne GSM,West Bengal Telecom Circle.,4
9435,BSNL - CellOne GSM,Assam Telecom Circle.,4
9436,BSNL - CellOne GSM,North East India Telecom Circle.,4
9437,BSNL - CellOne GSM,Odisha Telecom Circle.,4
9438,BSNL - CellOne GSM,Odisha Telecom Circle.,4
9439,BSNL - CellOne GSM,Odisha Telecom Circle.,4
9440,BSNL - CellOne GSM,Andhra Pradesh Telecom Circle.,4
9441,BSNL - CellOne GSM,Andhra Pradesh Telecom Circle.,4
9442,BSNL - CellOne GSM,Tamil Nadu Telecom Circle.,4
9443,BSNL - CellOne GSM,Tamil Nadu Telecom Circle.,4
9444,BSNL - CellOne GSM,Chennai Metro Telecom Circle.,4
9445,BSNL - CellOne GSM,Chennai Metro Telecom Circle.,4
9446,BSNL - CellOne GSM,Kerala Telecom Circle.,4
9447,BSNL - CellOne GSM,Kerala Telecom Circle.,4
9448,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9449,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9450,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
9451,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
9452,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
9453,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
9454,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
9455,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
9456,BSNL - CellOne GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,4
9457,BSNL - CellOne GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,4
9458,BSNL - CellOne GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,4
9459,BSNL - CellOne GSM,Himachal Pradesh Telecom Circle.,4
9460,BSNL - CellOne GSM,Rajasthan Telecom Circle.,4
9461,BSNL - CellOne GSM,Rajasthan Telecom Circle.,4
9462,BSNL - CellOne GSM,Rajasthan Telecom Circle.,4
9463,BSNL - CellOne GSM,Punjab Telecom Circle.,4
9464,BSNL - CellOne GSM,Punjab Telecom Circle.,4
9465,BSNL - CellOne GSM,Punjab Telecom Circle.,4
9466,BSNL - CellOne GSM,Haryana Telecom Circle.,4
9467,BSNL - CellOne GSM,Haryana Telecom Circle.,4
9468,BSNL - CellOne GSM,Haryana Telecom Circle.,4
9469,BSNL - CellOne GSM,Jammu and Kashmir Telecom Circle.,4
9470,BSNL - CellOne GSM,Bihar and Jharkhand Telecom Circle.,4
9471,BSNL - CellOne GSM,Bihar and Jharkhand Telecom Circle.,4
9472,BSNL - CellOne GSM,Bihar and Jharkhand Telecom Circle.,4
9473,BSNL - CellOne GSM,BR/UE,4
9474,BSNL - CellOne GSM,West Bengal Telecom Circle.,4
9475,BSNL - CellOne GSM,West Bengal Telecom Circle.,4
9476,BSNL - CellOne GSM,West Bengal Telecom Circle.,4
9477,BSNL - CellOne GSM,Kolkata Metro Telecom Circle.,4
9478,BSNL - CellOne GSM,Punjab Telecom Circle.,4
9479,BSNL - CellOne GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,4
9480,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9481,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9482,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9483,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9484,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9485,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9486,BSNL - CellOne GSM,Tamil Nadu Telecom Circle.,4
9487,BSNL - CellOne GSM,Tamil Nadu Telecom Circle.,4
9488,BSNL - CellOne GSM,Tamil Nadu Telecom Circle.,4
9489,BSNL - CellOne GSM,Tamil Nadu Telecom Circle.,4
9490,BSNL - CellOne GSM,Andhra Pradesh Telecom Circle.,4
9491,BSNL - CellOne GSM,Andhra Pradesh Telecom Circle.,4
9492,BSNL - CellOne GSM,Madhya Pradesh and Chhattisgarh Telecom Circle.,4
9493,BSNL - CellOne GSM,Andhra Pradesh Telecom Circle.,4
9494,BSNL - CellOne GSM,Andhra Pradesh Telecom Circle.,4
9495,BSNL - CellOne GSM,Kerala Telecom Circle.,4
9496,BSNL - CellOne GSM,Kerala Telecom Circle.,4
9497,BSNL - CellOne GSM,Kerala Telecom Circle.,4
9498,BSNL - CellOne GSM,Chennai Metro Telecom Circle.,4
9499,BSNL - CellOne GSM,Chennai Metro Telecom Circle.,4
9500,Bharti Airtel,Tamil Nadu Telecom Circle.,2
9501,Bharti Airtel,Punjab Telecom Circle.,2
9502,Bharti Airtel,Andhra Pradesh Telecom Circle.,2
9503,Bharti Airtel,Maharashtra Telecom Circle.,2
9504,AIRCEL,Bihar and Jharkhand Telecom Circle.,1
9505,IDEA,Andhra Pradesh Telecom Circle.,8
9506,IDEA,Uttar Pradesh (East) Telecom Circle.,8
9507,IDEA,Bihar and Jharkhand Telecom Circle.,8
9508,Reliance Mobile GSM,Assam Telecom Circle.,13
9509,Reliance Mobile GSM,Rajasthan Telecom Circle.,13
9510,Reliance Mobile GSM,Gujarat Telecom Circle.,13
9511,Etisalat India,Maharashtra Telecom Circle.,7
9512,Etisalat India,Gujarat Telecom Circle.,7
9513,BSNL - CellOne GSM,Karnataka Telecom Circle.,4
9514,Etisalat India,Tamil Nadu Telecom Circle.,7
9515,Etisalat India,Andhra Pradesh Telecom Circle.,7
9516,Etisalat India,Kerala Telecom Circle.,7
9517,Etisalat India,Punjab Telecom Circle.,7
9518,Etisalat India,Haryana Telecom Circle.,7
9519,Etisalat India,Uttar Pradesh (East) Telecom Circle.,7
9520,Etisalat India,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,7
9521,Etisalat India,Rajasthan Telecom Circle.,7
9522,Etisalat India,Madhya Pradesh and Chhattisgarh Telecom Circle.,7
9523,Etisalat India,Bihar and Jharkhand Telecom Circle.,7
9524,AIRCEL,Tamil Nadu Telecom Circle.,1
9525,IDEA,Bihar and Jharkhand Telecom Circle.,8
9526,IDEA,Kerala Telecom Circle.,8
9527,IDEA,Maharashtra Telecom Circle.,8
9528,Reliance Mobile GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,13
9529,Reliance Mobile GSM,Rajasthan Telecom Circle.,13
9530,Reliance Mobile GSM,Rajasthan Telecom Circle.,13
9531,BSNL - CellOne GSM,West Bengal Telecom Circle.,4
9532,BSNL - CellOne GSM,Uttar Pradesh (East) Telecom Circle.,4
9533,Reliance Mobile GSM,Andhra Pradesh Telecom Circle.,13
9534,Vodafone,Bihar and Jharkhand Telecom Circle.,22
9535,Bharti Airtel,Karnataka Telecom Circle.,2
9536,Vodafone,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,22
9537,Vodafone,Gujarat Telecom Circle.,22
9538,Vodafone,Karnataka Telecom Circle.,22
9539,Vodafone,Kerala Telecom Circle.,22
9540,IDEA,Delhi Metro Telecom Circle.,8
9541,Reliance Mobile GSM,Haryana Telecom Circle.,13
9542,IDEA,Andhra Pradesh Telecom Circle.,8
9543,Reliance Mobile GSM,Chennai Metro Telecom Circle.,13
9544,IDEA,Kerala Telecom Circle.,8
9545,Vodafone,Maharashtra Telecom Circle.,22
9546,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
9547,Bharti Airtel,West Bengal Telecom Circle.,2
9548,Reliance Mobile GSM,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,13
9549,Vodafone,Rajasthan Telecom Circle.,22
9550,Bharti Airtel,Andhra Pradesh Telecom Circle.,2
9551,AIRCEL,Chennai Metro Telecom Circle.,1
9552,IDEA,Maharashtra Telecom Circle.,8
9553,IDEA,Andhra Pradesh Telecom Circle.,8
9554,Vodafone,Uttar Pradesh (East) Telecom Circle.,22
9555,Reliance Mobile GSM,Delhi Metro Telecom Circle.,13
9556,Bharti Airtel,Odisha Telecom Circle.,2
9557,Bharti Airtel,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,2
9558,Bharti Airtel,Gujarat Telecom Circle.,2
9559,Bharti Airtel,Uttar Pradesh (East) Telecom Circle.,2
9560,Bharti Airtel,Delhi Metro Telecom Circle.,2
9561,Bharti Airtel,Maharashtra Telecom Circle.,2
9562,IDEA,Kerala Telecom Circle.,8
9563,AIRCEL,West Bengal Telecom Circle.,1
9564,Vodafone,West Bengal Telecom Circle.,22
9565,Vodafone,Uttar Pradesh (East) Telecom Circle.,22
9566,Bharti Airtel,Tamil Nadu Telecom Circle.,2
9567,Bharti Airtel,Kerala Telecom Circle.,2
9568,IDEA,Uttar Pradesh (West) and Uttarakhand Telecom Circle.,8
9569,Reliance Mobile GSM,Punjab Telecom Circle.,13
9570,Vodafone,Bihar and Jharkhand Telecom Circle.,22
9571,Bharti Airtel,Rajasthan Telecom Circle.,2
9572,Bharti Airtel,Bihar and Jharkhand Telecom Circle.,2
9573,Bharti Airtel,Andhra Pradesh Telecom Circle.,2
9574,IDEA,Gujarat Telecom Circle.,8
9575,IDEA,Madhya Pradesh and Chhattisgarh Telecom Circle.,8
